event_type,curve,fpr,tpr,auc
hypotension,clinic_lopocv,0.17401129943502824,0.4090909090909091,0.6204588255435713
hypotension,clinic_lopocv,0.17401129943502824,0.42424242424242425,0.6204588255435713
hypotension,clinic_lopocv,0.17740112994350282,0.42424242424242425,0.6204588255435713
hypotension,clinic_lopocv,0.17966101694915254,0.42424242424242425,0.6204588255435713
hypotension,clinic_lopocv,0.18531073446327684,0.42424242424242425,0.6204588255435713
hypotension,clinic_lopocv,0.18757062146892656,0.42424242424242425,0.6204588255435713
hypotension,clinic_lopocv,0.18983050847457628,0.42424242424242425,0.6204588255435713
hypotension,clinic_lopocv,0.192090395480226,0.42424242424242425,0.6204588255435713
hypotension,clinic_lopocv,0.19661016949152543,0.42424242424242425,0.6204588255435713
hypotension,clinic_lopocv,0.19887005649717515,0.42424242424242425,0.6204588255435713
hypotension,clinic_lopocv,0.20677966101694914,0.42424242424242425,0.6204588255435713
hypotension,clinic_lopocv,0.21129943502824858,0.42424242424242425,0.6204588255435713
hypotension,clinic_lopocv,0.2135593220338983,0.42424242424242425,0.6204588255435713
hypotension,clinic_lopocv,0.21581920903954802,0.42424242424242425,0.6204588255435713
